ID	incl0801	incl0802	ivcl0801	ivcl0802	incl1601	incl1602	ivcl1601	ivcl1602	incl3201	incl3202	ivcl3201	ivcl3202
CDCP1	0	0.657070147	0.47438798	1.320856594	0	0	0.814827724	1.020635863	3.744181452	5.969501778	0.949678917	0.798436278
LOC105603565	0.831281078	1.824374621	2.5021978	2.24990635	2.286363637	1.769387622	1.958410636	2.122138337	11.33982422	13.29919015	1.855760601	1.504496383
LOC101119765	2.736106175	3.576419955	4.935919639	1.755864442	2.721908455	2.768888214	2.789097227	2.343713851	3.097408048	5.356451462	3.540939421	2.388130718
LARS2	0.522956628	0.100587801	0.10896629	0.059780842	0.078759259	0.475828966	0.138775887	0.159741682	4.458979235	4.483406356	0	0.133048185
LIMD1	0	0	0	0	0.154243599	0	0.454262999	0	0.19539264	0	0	0.164181936
SACM1L	49.80196438	36.73642538	36.86477544	29.45916213	36.70090786	18.51141867	86.00139205	46.12930084	42.28695489	20.12304467	59.00259903	43.64351822
LOC105603563	0	0.015207954	0	0.122662856	0.313263544	0	0.119595365	0.247088212	1.774738138	2.173739193	0	0.095549418
SLC6A20	1.439245873	1.191676701	4.790658328	2.389939057	0.405430076	0.153163077	2.019201558	3.812502074	6.863437177	5.071835547	7.35843229	1.705563707
LZTFL1	3.287305514	5.89891466	8.921300303	21.40747405	10.01832083	13.50801749	27.26219653	13.04629644	22.26644845	11.33589456	3.632551871	4.620109173
CCR9	0	0	0.372463606	0	0	0	0	0.035001394	0	0	0	0
CXCR6	0	0.014880132	0	0	0	0	0	0	0	0	0	0
FYCO1	0.674550197	0.1347415	6.545062997	3.83790375	0.933976068	1.23576094	1.049515774	2.466184725	5.742702414	2.325053107	5.810481897	2.207971186
XCR1	0	0	0.01888638	0	0	0	0	0	0	0	0	0
LOC105603561	0.180260196	0.262201353	0.079706411	0.608422762	0.184649492	0.805690457	0.668812527	0	0	0.010827759	0	0.409128021
LOC101117971	0.136139618	0.418971183	0.02723217	0	0	0	0.025288956	0.008530264	0	0	0	0.029688005
LOC101103766	0	0	0.36956976	0.45733654	0	0.876343452	0.216756798	0	0	0.095124124	0.312609703	0.148436134
CCR3	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117706	0	0	0.14769884	0.006157311	0	0	0.040022211	0.082687288	0.464799525	0.645470444	0.06397366	0.256944461
CCR5	2.893350177	4.333665162	4.166416392	11.97458444	8.158877055	4.174944059	16.66741473	3.287980067	0.472865956	7.129585568	9.215880232	4.491960159
CCRL2	0	0	0	0	0	0	0	0	0	0.082439054	0	0
LOC105603560	0	0	0	0	0	0	0	0	0	0	0	0
LTF	0	0.18352862	0.557907404	0.307444328	0.226180435	0.302113629	0.601362176	0.513357885	1.575864147	1.743152181	0.149441253	0.17739758
RTP3	0	0	0	0.011998901	0	0	0	0	0	0	0	0
LRRC2	0	0	0	0	0	0	0	0.021372746	13.17534189	16.06599101	0	0
TDGF1	0	0	0	0	0.751856737	0	0	0	36.21424289	92.44562227	0	0
LOC105603559	0	0	0	0	0	0	0	0	0	0	0	0
ALS2CL	0	0	0	0.039851552	0.014135446	0.678456987	0	0	0.626727318	0.033155838	0.659215122	0
LOC105603557	0	0	0	0	0	0.06580601	0	0	0	0	0	0
TMIE	0	0	0	0	0	0	0	0	0	0	0	0
PRSS50	0	0	0	0	0.622899162	0.025885023	1.010674178	0	0	1.412358544	0	0
LOC101102765	0	0	0.0731789	0	0	0	0.019416301	0	0	0	0	0
LOC101115913	0	0	0.428709917	0.077777074	0	0	0.075832065	0	0	0	0	0
LOC101102519	2.106490192	0.963056629	2.727537369	2.982808173	3.019735759	5.083609257	9.214398431	5.528631754	0.390910612	0.723813839	3.364153632	5.428385465
LOC105614591	0	0	0	0	0	0.014337253	0	0	0	0	0	0
LOC101102270	0	0	0	0	0	0	0	0.26291556	0	0	0	0
PRSS42	0.5073046	5.145914472	4.896252917	3.280668122	1.428129761	0	3.806446704	3.06345252	0.312688376	1.364731018	2.799704058	5.973915204
MYL3	0	0	0	0	0	0	0	0	0	0	0	0
PTH1R	0	0	0.182766919	0	0.016936062	0	0.048492905	0	0	0	0.104439476	0
CCDC12	0.670090838	0.592314694	1.833337014	1.336472307	1.278433781	1.026869516	1.248019694	1.368987088	11.79295815	9.619895137	0.568790948	0.04037717
NBEAL2	0.076203864	0.133202243	0.290466688	0.45297756	0.049437627	0.010272081	0.787986157	0.849516048	0.292257352	0.173939952	0.917775515	0.239111655
LOC101114909	0	0	0	0	0	0	0	0	0.523744967	2.272035396	0	0
SETD2	11.822846	3.735170098	1.993459698	0.08945822	6.246624734	4.230902404	0.776044096	0.763052456	7.064646401	5.258035773	5.956065738	3.582234849
LOC105603555	0	0	0.419970643	0	0	0	0	0	0	0	0	0
LOC105603554	0.468921524	2.540635224	2.448152126	0.967933575	0.434593024	1.126933125	0.214031135	0.734544547	0.578060241	1.070341888	0.770500354	1.220277023
KIF9	22.35374268	24.17336747	7.790340375	21.87321658	20.06322711	29.84982781	9.201495955	3.759743934	0.488651325	0.398539104	6.166363908	3.983515651
KLHL18	5.715324475	14.36501267	19.55597042	8.30647681	9.743652174	8.022023626	13.95752769	11.27100805	2.122578149	3.187083656	19.02111452	8.034175823
LOC101122819	0	0	0	0	0	0	0	0	0	0	0	0
PTPN23	0.086189953	0	0.730142762	0.561600974	0.016774845	0.041825446	0.763697559	0.323220398	0	0.403304306	0.239217257	0.210509239
SCAP	4.096194755	7.495015184	15.24869728	22.67940288	3.436327042	7.813963579	19.33995192	25.71337123	9.01955873	9.81730424	55.85886905	12.63498554
ELP6	0.943259515	4.761489907	12.06958313	8.128320915	2.880694735	4.321710137	6.212766542	5.908723096	4.242974219	8.222807882	4.418507332	2.565740245
CSPG5	1.959933585	1.624286057	3.232733572	2.517672432	2.311358264	2.982256569	1.453204167	3.267366091	0	1.175285547	1.657086298	0.152126591
SMARCC1	4.457303805	8.391394415	9.409014654	6.616863499	6.366109825	4.094671723	6.37041679	7.557162907	7.830157766	6.80836803	15.54492615	5.776881483
DHX30	0.036611741	0.607100115	2.441468527	3.157737122	0.231582434	0.743976346	2.805373618	1.710196393	0.947791048	1.337096378	6.968841139	2.025922933
MAP4	5.577577743	4.862701982	8.363338707	6.000161957	1.625681479	3.721622019	15.48683566	6.665756682	11.30823293	25.84549143	15.03761494	6.875364875
LOC105603552	0	0	0.224662826	0.165072343	0	0.097326117	0.044706749	0	0	0.03051944	0.290861569	0.091846213
CDC25A	2.300957238	3.02629041	10.05930841	12.12041167	1.552467473	1.77413232	6.650656538	13.07272398	0.970710409	4.680182198	12.65738853	6.033510344
SC5	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120785	0	0	0	0	0	0	0	0	0	0	0	0
BAC5	0.563190171	0	0	0.154512159	0	0	0.816011068	0	0	0	0	0
CATHL3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105607776	0	0	0	0	0	0	0.037590107	0	0	0	0	0
LOC106991784	0	0	0	0	0	0	0	0	0	0	0	0
CATHL1B	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112427	0	0	0	0	0	0	0	0	0	0	0	0
NME6	0.534204743	0.185415904	0.366368956	0.448652935	1.124577544	2.063289647	0.449584173	1.090240998	8.090606573	11.26036835	0.147203556	0.199704311
SPINK8	0	0	0	0.074637229	0	0	0.636743969	0	0	0	0	0
FBXW12	0	0	0.050764419	0.016577537	0	0	0	0	0	0	0	0.202922225
PLXNB1	0	0.151496019	0.006564597	0.20901298	0.009124607	0.017063083	0.128019466	0.077111574	2.26553771	1.96368001	0.429048378	0.014313203
CCDC51	2.639577612	0	0.633904406	0.905215629	1.821955233	7.577471981	0.752586278	0.525020903	29.39882246	68.46427568	1.335359241	0.655931601
LOC106991783	56.92087411	74.84617392	12.54563049	3.253403411	175.1134676	115.7311639	9.650398239	27.19501929	463.8942066	318.4546087	6.664474494	33.21560306
ATRIP	1.664030495	3.37218935	2.473740176	2.875543148	0.99893228	2.792184451	0.897210738	2.473928054	1.491871833	5.327416667	1.75076739	2.738061395
TREX1	0	0.51772596	0.094721348	0	0	0	0.09424531	0	0	0	0	0
SHISA5	18.68055792	26.61082269	173.8498013	146.2328971	11.80934927	24.03850916	167.3164654	65.45583487	181.4555306	316.3451976	266.854468	123.6136822
PFKFB4	1.983939503	6.123448429	5.754321897	11.051535	4.18815127	3.438383592	3.626819521	9.530440376	14.40239497	18.20969061	9.614272391	7.298767607
UCN2	0	0	0.254263872	0	0	0	0	0.404357475	0	0	0	0.021322596
COL7A1	0	0.013856994	0.011408524	0.00558832	0	0.044480551	0.011351189	0.00804067	0	0.083689037	0.116123854	0
LOC101110095	12.31763902	4.669798347	19.59094529	7.292945193	9.516965228	11.99724293	14.13091057	13.19944512	409.6847359	842.9484362	13.16217266	10.2530243
TMEM89	0	0.092536535	0	0	0	0	0	0	0	0	0	0
SLC26A6	6.160648315	7.668220246	29.35769782	23.64400395	3.715660375	5.617784398	20.85550421	14.03907504	2.336770107	3.755032089	22.66957346	11.3366878
CELSR3	0.107015671	0.476424175	0.359188012	0.764221629	0.425750476	0.095462413	0.308708624	0.238140665	0.271606045	0.330482636	0.661090062	0.374763768
NCKIPSD	0.177335964	4.712508742	8.830491327	9.099522221	0.021571419	0.16135485	2.11237285	4.900195092	2.677970815	2.820811449	3.533457761	2.309425845
IP6K2	6.255438651	4.566542997	12.41194207	14.34472024	5.960254878	6.030662378	22.05633103	13.68339774	3.506787922	5.706398323	12.63999367	8.867605691
PRKAR2A	43.28803075	55.28332948	103.5096957	77.95695664	54.61242875	46.9042844	39.83464851	70.88159803	57.63530707	36.66635475	133.1827556	82.1201074
LOC105603546	0	0	0.308642595	0	0	0	0.491346336	0.493067383	0.76083601	2.289253288	0.016534621	0.185062029
SLC25A20	1.052345079	10.30766101	16.31779091	19.59503249	6.106497282	4.302885041	11.64197961	11.51351716	3.699628081	11.43193882	7.046047887	13.11890351
ARIH2OS	0	0	0	0.031784489	0.270576932	0	0.01291235	0	0.399888218	0.687548513	0	0
ARIH2	0.687939937	0.789465991	3.161009225	4.750503659	0.389974697	0.591507286	1.961514609	2.451967774	2.305389234	7.287247971	0.921860609	2.946494767
P4HTM	0	0	0.02939628	0.143993941	0	0.101878032	0.035098253	0.013812232	1.268135407	0.479202384	0.07874097	0
WDR6	0.216693575	0.337825787	0.663727575	0.990837369	0.45688828	0.711987041	0.105662704	0.302950888	0.701210278	1.339585699	2.207936249	1.21975497
DALRD3	0.863022984	0.122314076	0.226578866	0.18497796	0.279945177	0.828874276	1.132210563	0.165606135	17.06651243	22.53075903	8.510295131	0.823373553
MIR191	0	0	0	0	0	0	0	0	0	0.442867259	0	0
LOC105603545	0.028732322	0.488659165	0.060347287	0.137948305	1.370057161	2.474873551	0	0.075613263	0	1.508415252	0.237081435	0.438596598
NDUFAF3	2.974141038	1.686070107	5.850056307	1.198037293	1.607907038	3.064070353	2.407186496	3.012728569	70.06811414	77.69241631	4.320310677	3.296906588
IMPDH2	15.73853102	19.40525971	16.28214141	14.57093273	14.94617514	16.8594998	18.15493012	17.66144913	53.07935608	79.32347852	21.51831525	18.22866413
QRICH1	19.31604957	24.83919272	33.45187124	25.71328678	28.28826318	24.77973528	20.19056723	20.66655844	29.93564136	14.34391497	80.14855908	23.93114156
QARS	21.95343208	31.10184537	7.795401445	4.143245745	18.52907755	25.38004916	2.430816705	6.995140851	57.32749393	62.70305757	7.71728053	9.056930642
USP19	1.322147866	1.089391742	6.071330018	6.978676418	1.014915196	2.042358391	7.51898728	6.051171149	1.984189538	3.739550532	6.560514471	4.475245889
LAMB2	0	0.042653559	0.460908832	0.262323622	0	0	0.013976151	0.325877454	0.432833554	0.329162348	0.051735278	0.028712814
LOC106991782	0	0	0	0	0	0.018315397	0	0	0	0	0	0
LOC105603543	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117707	0	0	0	0.065769941	0	0.029083308	0	0	0	0	0	0
KLHDC8B	0.161242118	0	0.372527384	0.022118521	0	0	0.071884642	0.371290467	0.834835129	1.582593226	0	0.381508945
CCDC71	0.994178484	2.04679298	2.66900056	1.168947937	1.454837867	1.133565638	0.766475322	4.234314697	28.5750775	55.36684467	0.61679315	1.500489655
CCDC36	0.244891708	0.306586323	0	0.205291921	0.039718671	0.189811865	0.015163491	0	0.469604811	0.07763614	0	0.420553388
C19H3orf62	0.561846042	0.151295149	0.780151246	1.644196214	0.328050314	0	0.245262736	0.52366345	2.181729036	2.468711918	1.924645621	0.20726626
USP4	5.953447455	11.04926878	19.34475507	32.15077182	10.29451999	10.26485486	17.01287981	20.10970219	13.94539164	22.65204291	14.17780656	14.68098289
GPX1	0.634110415	3.370157767	3.412838875	1.114490481	2.044055367	1.82705845	1.457660797	4.458700242	134.4028339	138.7238196	1.516174603	3.811360135
RHOA	580.7831117	784.7423287	679.5100903	484.8288403	618.1162896	508.808392	739.7062265	583.0639591	148.8657096	187.2900242	543.2873912	766.0386479
TCTA	1.416955547	0.031708665	0.339376488	0.319690878	1.161166477	1.515449179	0.238967095	0.380252071	2.09149561	2.425715385	0.195796447	0.241911265
AMT	0.938915463	10.05511142	7.251318624	0.493049134	4.38285169	6.4784609	0.45782782	1.602218962	154.3196377	90.27941981	0.825357151	0.447889671
NICN1	8.403412466	7.040658051	19.13622746	12.15842711	13.92779848	10.79577928	8.557549708	17.09822896	30.9905355	30.81122481	7.152946451	7.696645163
LOC101103764	0	0.305163676	1.356710041	3.298222202	0	0	4.559634078	4.863646381	0	0	0.107676676	0.547800019
DAG1	1.040772372	1.933463915	15.17333384	5.744697621	1.290446406	1.333277671	7.001296408	7.543585558	6.644714985	3.515262287	21.49519216	5.846084594
LOC105603540	0	0	0.057829876	0.113308917	0	0	0.276188362	0.067930336	0	0	0	0
BSN	0	0	1.695265184	0.82228278	0.040329096	0.007182448	0.491589352	1.061407942	0	0	2.364843006	0.327605444
APEH	0	0.778686696	0.641096191	0.127575832	0.167082352	0.138864547	0.502325976	0.771895602	7.407977844	28.28249366	0.708362441	0.502342384
MST1	0	0.261492938	0.645864867	0.421824922	0	0	0.09996295	0.202312119	0.884513271	0.029245951	0.5286159	0.146689555
AMIGO3	0.657523929	0.698919092	1.245006496	0.143494259	0.116337775	1.595384981	0.024983183	0.471918916	0	0.750419172	0.560483753	0.216709039
RNF123	1.249341174	0.466083357	1.811424164	2.498822412	0.164717799	0.127120809	1.109465859	1.267402377	0.417322285	1.140678874	2.799396939	0.313750242
GMPPB	3.563015009	18.08900302	2.984490476	2.327426398	9.246093182	21.38126197	4.183880449	9.66960795	66.79934536	139.8792911	3.929519615	5.649348092
IP6K1	0	0.344271276	3.684720773	1.804913612	0.175099467	0.018190961	1.809077747	1.134479881	0.646952913	0.658847321	3.194362318	0.646613373
CDHR4	0	0	0.335389505	0.049783722	0.183647488	0.008805696	0.040448964	0.587370507	0	0.016567696	0.675142715	0
FAM212A	0	0	0.794477545	0.27470451	0	0	0.390592473	0.241544352	0	0	0.300436244	0.356639559
UBA7	0.195562251	0.044346473	0.036510647	0.053652828	0.19030794	0.593128751	0.010898147	0.300212709	0	0.863006605	0	0.024877018
TRAIP	0.182529321	5.168290896	26.04507572	30.33055552	2.232316394	9.186778268	11.57117532	20.5090966	1.660223255	4.532305256	4.647877689	3.155291378
LOC106991781	0	0	0	0	0.108572734	0	0	0	0.96276405	0	0	0
CAMKV	0	0.106734973	1.684277999	1.17655334	0	0.07613693	0.664496436	2.078233659	0	0.071624859	1.098455185	0.079833415
LOC105603538	0	0.316622883	0.142951912	0	0	0	0.00334667	0.217307759	0	0	0.009009681	0
LOC105603539	0	0	0	0	0	0	0.002458881	0	0	0	0	0
MST1R	0	0	0.010068121	0.029590447	0	0.034892863	0.136238303	0.075690246	0.124094817	0	0.021574801	0
MON1A	1.3206928	0.814226335	0	0.215135969	0	1.582205374	0.47839078	0.130334782	7.692660302	36.34430841	0.941151531	0
RBM6	16.52685857	14.07483195	10.57411747	13.75668093	15.41770199	17.31881826	14.6444518	13.80996691	13.49829202	12.24749116	8.454214359	5.743685663
RBM5	47.242062	39.55843648	16.51005623	8.068176399	55.36424897	37.17451131	13.74267545	37.08662688	24.46545328	33.01731587	6.805599855	36.32038315
SEMA3F	0	0.179069518	0.081339986	0.00498042	0	0	0	0	0	0.76242745	0.174302034	0.088675339
GNAT1	0	0	0.150439788	0.032751563	0.023234125	0	0.172967863	0.141372261	0	1.307940626	0.107458264	0.109337773
SLC38A3	0	0.064300012	0.317630902	0.181518701	0	0	0.379241514	0.646720073	0	0.115063299	0.954794675	0.019237517
GNAI2	1.652024503	2.269330526	8.007213555	4.031182614	0.525574086	1.23335205	4.53232183	2.811270832	13.02200094	6.852788106	7.304285793	1.648870666
SEMA3B	0	0	0.207714561	0.431902815	0	0	0	0.011950707	0	0	0	0
IFRD2	1.465557912	1.02732162	11.16176604	8.394741798	0	1.922140779	4.602300312	2.267189254	0.854500342	4.226737038	4.75395844	2.781337081
HYAL3	2.974061518	0	0.249860131	0	0	4.305619627	0.342521641	1.330534444	0.684367933	4.231483514	0.059491212	0
NAT6	0	0	0.625001255	0.034016546	0	0.481345085	0.38693524	0.603644995	0	2.23579545	0.20461593	0
HYAL1	0.163544687	0	0	0	0	0	0.159493183	0	0.117605103	0.777709775	0	0
HYAL2	1.49053055	6.890563013	2.16296162	1.747244366	0.896662467	5.128929521	1.298805975	1.765146063	7.2495468	17.08845632	2.530939019	1.572013686
TUSC2	25.98917443	33.49547666	66.86376776	45.1812954	6.780196854	18.70635433	35.40792076	26.25339949	65.75964488	77.95878741	38.17367504	25.90934419
ZMYND10	0	0	0	0	0	0	0	0.105841344	0	0.045900821	0	0
NPRL2	4.256249534	5.386962201	11.19172223	12.10140422	6.140598428	6.004164345	5.502235377	15.51525068	12.38504532	13.83843802	6.311196315	9.141312055
LOC101120446	0	0.304274662	1.941457701	1.104385198	1.741014334	0.949581977	1.433197205	2.677806105	10.80685879	19.93351421	1.040078946	0.49499751
TMEM115	5.794284254	0	27.90962523	26.75190057	1.546588823	1.405897741	7.463592308	22.11032121	27.4286197	53.35668053	13.41187959	5.9766446
LOC105603537	0.041209037	0	0.210611022	0.633122994	0.056142582	0.009998766	0.078079858	0.246718161	0	0	0.024729571	0
CACNA2D2	0.030759603	0	0.00717836	0.049227197	0	0.024877882	0.011427654	0.074202649	0	0	0	0
C19H3orf18	0	0	0	0.167901428	0	0	0	0	0	0.034922808	0.562363365	0
HEMK1	0	0.633320048	1.048823654	0.082200469	0.333219592	2.035535435	0.443658941	0.658948962	11.81924158	12.26124976	0.089900235	0.215614088
CISH	1.78664078	0.856437475	1.4102175	2.46976473	1.302300149	3.799419715	0.115325771	0.47199574	0.833367358	1.275395414	2.768378056	0.279047339
MAPKAPK3	0.032322219	1.388026854	2.52879989	2.034018217	0.172995869	1.323423616	0.819558942	1.908547095	0.976203091	0.774663003	1.321392393	0.012334902
LOC101118481	0.20391929	0.115603872	0.285531532	0.09324266	0.39688089	0.082463354	0.606072632	0.626083637	0.586554037	0.853339992	0.994273364	0.752262818
LOC101118736	2.410099781	2.026436581	1.40295101	2.748870844	2.687924527	2.431087985	3.908520687	3.29597574	1.635739075	1.947053676	1.015661893	2.066852834
DOCK3	0.01866386	0.592520761	1.170199149	0.849143131	0.066595485	0.342154153	0.793932057	0.821339518	0.035789855	0.357378377	1.818476174	0.997158175
LOC105607765	0.075012265	2.88639784	3.085360534	1.775002534	1.989164353	2.502585441	2.675345573	1.50521792	2.589185954	4.965381605	5.54246102	1.545825907
MANF	87.30351005	204.2176923	62.65345665	9.645045511	356.8990553	225.3349927	18.89476683	53.35176459	272.0186519	416.1605012	70.08893976	86.25159784
RBM15B	0.7686356	3.604526133	6.156826985	3.76786605	3.178932507	1.4535882	3.212546283	3.881944725	0.975399558	3.62501878	6.910402266	6.289319378
VPRBP	26.66386882	31.24185554	59.16681555	51.51821416	33.92013765	20.7792104	18.14304333	48.20651125	12.34973379	8.061931002	63.62340315	43.89737399
LOC105603536	16.9569327	6.829182901	13.81152512	9.934671133	10.55289232	7.974268087	14.4001191	15.9069165	0.220701223	0	5.973013925	8.777867101
LOC101117539	1.956205861	0.170614237	0.140467454	0.068806196	1.513155374	1.399592883	0.391332231	0.363002734	10.82083885	5.839053826	0.150502626	0.076567503
RAD54L2	4.705613796	4.152062253	17.09205582	17.08470696	1.893275335	4.8494748	18.22541965	9.53663744	1.642564541	2.569013174	26.58808032	9.308273967
TEX264	1.263838457	3.785594523	2.509204942	9.664624129	0.936178842	0.549227085	0.935565944	3.462487612	7.48765054	38.49254589	4.655290629	1.079798115
GRM2	1.946860625	0.632721492	0.665840655	1.991455373	0.734955879	0.549749164	1.437223062	0.423273149	0	0	2.463359839	1.12299004
LOC105603532	0.819304495	1.137956055	1.453126574	1.292470909	0.451798606	1.7559975	2.511167382	3.144339223	0.235664982	0.031168539	0.409720993	1.375727937
LOC101116610	0	0.096553395	0	0	0	0	0.063274665	0	0	0	1.958953795	0
LOC101113891	0.29280285	0.149393561	0.553483698	1.325460649	0	0.923575894	0.587415545	1.868591185	0.50533138	0.100251046	0.614989172	0.514005391
LOC101116353	0	0	0.2427719	0.369969376	0	0.888111882	0	0.114069599	0	0.021986318	0	0
LOC101113629	0	0	0	0	0	0.075157391	0	0	0	0	0	0
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115831	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115577	7.06240475	2.26702255	3.307217824	1.988909164	2.184684742	0.680896094	0	0.800048409	0	0.427029621	18.10337283	4.176630506
RRP9	19.97626375	45.43677071	43.07059126	9.836444203	22.77265543	29.24788889	2.007248175	23.08679212	24.02632514	43.7055665	46.23048875	34.64262641
PARP3	0	0	0	0.186935116	0	0	0	0	0	0	0	0
GPR62	0	0	0.181281553	0.05549904	0	0	0.090185246	0.106471929	0	0	0.012139534	0
PCBP4	0.56017899	1.12914146	2.905084824	0.89650188	0.282659099	1.988447295	1.214003631	1.910989713	0	1.160249768	2.583481035	0.997626874
LOC106991779	0	0.034032609	0	0	0	0.032368502	0	0.096544739	0	0	0	0.010182003
ABHD14B	0.12494303	0.053123584	0	0	0.486344385	0	0.01740683	0.359631191	0	1.37247717	0	0
ABHD14A	0.301425726	0	0.464268016	0	1.05597758	0.566807977	0	0.525525084	1.040426195	0.963231562	0	0.264571277
ACY1	5.559197694	0.132365705	5.853636156	19.53749332	3.721966318	1.025131662	9.863994284	7.76844137	6.907892689	9.567661863	8.673803737	3.088929782
RPL29	128.5481566	104.0447522	56.02269206	28.25641111	187.2898715	179.4382699	25.77758041	78.52746853	1316.42149	1383.723858	62.73583148	89.16934948
LOC105603531	0.33341825	0	0	0	0	0	0	0	0	0	0	0
DUSP7	4.248878346	7.008234609	25.32963085	11.53516089	6.859223437	5.872221912	9.872172558	12.42032803	1.020820174	1.496377004	51.26131207	11.91836665
POC1A	4.096619197	5.46551484	8.224838242	12.13068445	4.561855066	3.595262423	4.354679502	9.454433075	8.273540455	12.43455103	5.858845306	5.212177854
ALAS1	4.569974805	3.183191418	3.669029745	3.327010546	2.155293463	3.216762872	6.823127339	7.829571327	40.51199709	37.39939665	3.591854192	1.238066758
TLR9	0.118258619	0	0.033117578	0.30011115	0.126589409	0	0.421774591	0.038901833	0	0	0.567736631	0.640848971
TWF2	0	0.084526687	5.375919776	0.869253222	0.024182456	0.331623391	0.844745719	1.046347077	4.288737818	8.848618722	1.808149776	0.094833782
LOC105603529	0	0	0	0	0.033476152	0.083467536	0	0.022632416	0	0	1.148306446	0.013127989
PPM1M	0	0	0	0.024329263	0	0.043033363	0.55348647	0.280046308	0	0.283381661	0.705117276	0.676839803
MIRLET7G	0	0	0	0	0	0	0	0	0	0	0	0.324720012
LOC105607756	0	0	0	0	0	0	0.344372363	0	0	0	0.066221155	0.404276414
WDR82	26.05520232	23.20281558	34.04207233	24.52029037	23.2686876	30.35422086	20.16154988	30.35270164	50.03501037	30.42783334	31.48127158	21.84316424
GLYCTK	0	0	0.31968455	0.104395608	0.378522615	0.061551311	0.056547186	0.19471411	0.291872435	2.846928054	0	0
DNAH1	0	0	0.092930596	0.010710793	0	0.00710443	0.045687876	0.053938715	0	0.026733612	0.109819495	0.055125216
BAP1	2.691947999	2.504586395	9.733701653	8.460632	1.325220294	4.245549993	3.185609818	5.490294258	1.366434179	3.307205586	13.56494341	2.030446565
PHF7	8.885957837	11.69584861	20.81647748	14.44707284	6.662113259	10.78023402	19.61813676	17.27416422	1.066835263	0.388017616	15.02365295	22.49322019
SEMA3G	0	0.023765814	0	0	0	0	0	0	0	0	0	0
TNNC1	0	0	0	0	0	0.446828815	0	0.12115867	5.561939384	1.050871461	0	0
NISCH	3.492549652	4.589909825	21.23331949	18.21691108	1.58517041	3.575558499	9.819978146	12.91483689	1.012539479	1.851195528	42.77710605	8.297307175
STAB1	0	0	0	0	0	0.024663047	0	0.056843261	0	0.150809432	0	0.01551627
NT5DC2	0	1.313601343	4.309076775	4.155273423	0.117441116	1.581233411	2.084863443	8.40042416	19.78667675	8.208936648	5.033350982	7.276791236
SMIM4	1.135174127	3.275166524	0.45414047	0.556137335	1.73591722	1.278797391	0	0.34674888	7.346740828	3.794116513	0	0
PBRM1	2.436684918	1.892627251	5.898334337	2.719912259	1.375460706	2.748426708	10.16648144	3.965893885	6.459170879	5.080215261	5.4655413	5.084033835
GNL3	97.00004745	61.12506501	50.20078673	53.22155424	102.210662	86.0129936	47.93742098	59.6697352	133.8847104	155.2638913	17.6786177	36.45532961
GLT8D1	7.760709939	1.295594673	3.266673225	2.187944257	1.09653582	3.003593333	21.27922712	6.619864681	9.99738517	1.521472955	3.773861803	7.376908954
SPCS1	6.447008486	14.32876413	18.41347634	12.71287257	14.2110897	15.79084842	12.84676984	34.25380151	12.43303907	16.55514993	8.151705167	13.83001842
LOC105603523	0	0	0	0	0	0	0	0	1.214003275	0	0	0
NEK4	0.987935636	0.862811355	3.173236784	1.867990667	0.708052264	0.040491222	2.57419039	1.392173811	2.764898196	2.590229297	2.498628096	1.829051452
ITIH1	0.494633746	0	0.033785134	0	0	0	0	0	0	0	0	0
ITIH3	0	0	0	0	0	0.31187084	0	0	0	0	0	0
ITIH4	0	0.011098912	0	0	0	0	0	0	0	0	0	0
MUSTN1	0	0	0.384897646	0	0	0.051305045	0.047133942	0	0	0	0	0
LOC105603522	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108428	4.940862959	4.627908023	21.74579954	9.202871951	4.492993795	5.994138163	7.605341435	12.66584778	1.44222368	2.783690266	8.46251713	5.405500349
SFMBT1	9.585988967	5.053573231	20.15913787	13.33644493	6.572306733	4.941067109	15.27733437	14.54847768	4.282196298	5.159346638	14.61745471	15.15026151
LOC106991777	0	0	0	0	0.053608846	0	0	0	0	0.125743902	0	0
RFT1	0.670057377	0.288966591	0.254661515	0.699215687	1.201643232	0.400642474	3.542009049	0.957248737	1.652018552	5.32028959	0.836515545	0.821922772
LOC105603521	0	0	0	0	0	0	0	0	0	0.158353322	0	0
PRKCD	3.030726142	0.839325546	0.869872768	1.00351608	2.463397879	1.563698816	0.53062496	1.237623262	14.12850704	11.33090663	1.811772487	1.745970703
LOC105603520	0	0	0.003729975	0	0.010369122	0	0	0	0.183895487	0	0	0
LOC105603519	0	0	0.441399387	0	0	0.162451114	0.018655479	0.099110242	0.385166468	0.662236646	0.008370505	0.076652188
TKT	232.0362981	165.9122999	120.861873	0	132.0416695	143.4529815	0	16.25166631	169.0170531	210.9960344	4.963492213	0.050377123
DCP1A	25.5332148	68.7066922	23.71407882	19.17153103	22.87690711	23.5028608	20.78957592	33.88464136	2.920759012	2.556558918	16.2586901	40.39945904
